Chromosome	RefPosition	3142	ARI	ARI.MG	B41	B73	CAST	COUG	GT1	M7741	ME49	P89	PRU	RAY	RH-88	ROD	SOU	TGGOATUS21	TGSHUS28	TGSK	VEG
TGME49_CHRIV	260000	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119	119
TGME49_CHRIV	270000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	280000	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104
TGME49_CHRIV	290000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRIV	300000	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120	120
TGME49_CHRIV	310000	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140
TGME49_CHRIV	320000	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
TGME49_CHRIV	330000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRIV	340000	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176	176
TGME49_CHRIV	350000	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146	146
TGME49_CHRIV	360000	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
TGME49_CHRIV	370000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	380000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRIV	390000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRIV	400000	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139
TGME49_CHRIV	410000	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293	293
TGME49_CHRIV	420000	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435	435
TGME49_CHRIV	430000	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191
TGME49_CHRIV	440000	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497	497
TGME49_CHRIV	450000	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310	310
TGME49_CHRIV	460000	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157
TGME49_CHRIV	470000	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189
TGME49_CHRIV	480000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRIV	490000	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56	56
TGME49_CHRIV	500000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRIV	510000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRIV	520000	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25	25
TGME49_CHRIV	530000	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
TGME49_CHRIV	540000	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96
TGME49_CHRIV	550000	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73	73
TGME49_CHRIV	560000	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70	70
TGME49_CHRIV	570000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRIV	580000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRIV	590000	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140	140
TGME49_CHRIV	600000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRIV	610000	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184	184
TGME49_CHRIV	620000	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188
TGME49_CHRIV	630000	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
TGME49_CHRIV	640000	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
TGME49_CHRIV	650000	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165
TGME49_CHRIV	660000	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155	155
TGME49_CHRIV	670000	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162	162
TGME49_CHRIV	680000	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156	156
TGME49_CHRIV	690000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRIV	700000	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194	194
TGME49_CHRIV	710000	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165	165
TGME49_CHRIV	720000	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207	207
TGME49_CHRIV	730000	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215	215
TGME49_CHRIV	740000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRIV	750000	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180	180
TGME49_CHRIV	760000	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190	190
TGME49_CHRIV	770000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRIV	780000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRIV	790000	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195	195
TGME49_CHRIV	800000	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208	208
TGME49_CHRIV	810000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRIV	820000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRIV	830000	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158	158
TGME49_CHRIV	840000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRIV	850000	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168	168
TGME49_CHRIV	860000	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213	213
TGME49_CHRIV	870000	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192
TGME49_CHRIV	880000	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147	147
TGME49_CHRIV	890000	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183	183
TGME49_CHRIV	900000	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173	173
TGME49_CHRIV	910000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRIV	920000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRIV	930000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	940000	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199	199
TGME49_CHRIV	950000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRIV	960000	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154	154
TGME49_CHRIV	970000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRIV	980000	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181	181
TGME49_CHRIV	990000	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110	110
TGME49_CHRIV	1000000	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74	74
TGME49_CHRIV	1010000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRIV	1020000	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64	64
TGME49_CHRIV	1030000	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54	54
TGME49_CHRIV	1040000	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97	97
TGME49_CHRIV	1050000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRIV	1060000	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142
TGME49_CHRIV	1070000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRIV	1080000	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35	35
TGME49_CHRIV	1090000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRIV	1100000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRIV	1110000	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50	50
TGME49_CHRIV	1120000	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75	75
TGME49_CHRIV	1130000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRIV	1140000	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
TGME49_CHRIV	1150000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRIV	1160000	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36	36
TGME49_CHRIV	1170000	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30	30
TGME49_CHRIV	1180000	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39	39
TGME49_CHRIV	1190000	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51	51
TGME49_CHRIV	1200000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRIV	1210000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRIV	1220000	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40
TGME49_CHRIV	1230000	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59
TGME49_CHRIV	1240000	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47	47
TGME49_CHRIV	1250000	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66	66
TGME49_CHRIV	1260000	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53	53
TGME49_CHRIV	1270000	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87	87
TGME49_CHRIV	1280000	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59
TGME49_CHRIV	1290000	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67	67
TGME49_CHRIV	1300000	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71	71
TGME49_CHRIV	1310000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRIV	1320000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRIV	1330000	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88	88
TGME49_CHRIV	1340000	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145	145
TGME49_CHRIV	1350000	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141	141
TGME49_CHRIV	1360000	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
TGME49_CHRIV	1370000	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114
TGME49_CHRIV	1380000	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96	96
TGME49_CHRIV	1390000	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117	117
TGME49_CHRIV	1400000	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129	129
TGME49_CHRIV	1410000	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153	153
TGME49_CHRIV	1420000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRIV	1430000	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178
TGME49_CHRIV	1440000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRIV	1450000	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159	159
TGME49_CHRIV	1460000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRIV	1470000	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104	104
TGME49_CHRIV	1480000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRIV	1490000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRIV	1500000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRIV	1510000	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59	59
TGME49_CHRIV	1520000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRIV	1530000	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94	94
TGME49_CHRIV	1540000	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77	77
TGME49_CHRIV	1550000	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28	28
TGME49_CHRIV	1560000	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43	43
TGME49_CHRIV	1570000	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52	52
TGME49_CHRIV	1580000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRIV	1590000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRIV	1600000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRIV	1610000	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167	167
TGME49_CHRIV	1620000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	1630000	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115	115
TGME49_CHRIV	1640000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRIV	1650000	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187	187
TGME49_CHRIV	1660000	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163	163
TGME49_CHRIV	1670000	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192
TGME49_CHRIV	1680000	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227	227
TGME49_CHRIV	1690000	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143
TGME49_CHRIV	1700000	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151
TGME49_CHRIV	1710000	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231	231
TGME49_CHRIV	1720000	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137	137
TGME49_CHRIV	1730000	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189	189
TGME49_CHRIV	1740000	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252	252
TGME49_CHRIV	1750000	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253	253
TGME49_CHRIV	1760000	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150	150
TGME49_CHRIV	1770000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRIV	1780000	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108	108
TGME49_CHRIV	1790000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRIV	1800000	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128	128
TGME49_CHRIV	1810000	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126	126
TGME49_CHRIV	1820000	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101	101
TGME49_CHRIV	1830000	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83	83
TGME49_CHRIV	1840000	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93	93
TGME49_CHRIV	1850000	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81	81
TGME49_CHRIV	1860000	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79	79
TGME49_CHRIV	1870000	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48	48
TGME49_CHRIV	1880000	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72	72
TGME49_CHRIV	1890000	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90	90
TGME49_CHRIV	1900000	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144	144
TGME49_CHRIV	1910000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	1920000	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113	113
TGME49_CHRIV	1930000	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133	133
TGME49_CHRIV	1940000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRIV	1950000	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121	121
TGME49_CHRIV	1960000	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130	130
TGME49_CHRIV	1970000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRIV	1980000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRIV	1990000	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135	135
TGME49_CHRIV	2000000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRIV	2010000	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152	152
TGME49_CHRIV	2020000	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125	125
TGME49_CHRIV	2030000	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111	111
TGME49_CHRIV	2040000	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164	164
TGME49_CHRIV	2050000	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186	186
TGME49_CHRIV	2060000	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95
TGME49_CHRIV	2070000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRIV	2080000	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95	95
TGME49_CHRIV	2090000	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78	78
TGME49_CHRIV	2100000	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139	139
TGME49_CHRIV	2110000	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218	218
TGME49_CHRIV	2120000	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143	143
TGME49_CHRIV	2130000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRIV	2140000	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55	55
TGME49_CHRIV	2150000	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41	41
TGME49_CHRIV	2160000	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26	26
TGME49_CHRIV	2170000	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132	132
TGME49_CHRIV	2180000	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142	142
TGME49_CHRIV	2190000	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103	103
TGME49_CHRIV	2200000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRIV	2210000	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151	151
TGME49_CHRIV	2220000	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114	114
TGME49_CHRIV	2230000	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127	127
TGME49_CHRIV	2240000	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107	107
TGME49_CHRIV	2250000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRIV	2260000	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98	98
TGME49_CHRIV	2270000	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118	118
TGME49_CHRIV	2280000	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235	235
TGME49_CHRIV	2290000	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307	307
TGME49_CHRIV	2300000	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179	179
TGME49_CHRIV	2310000	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138
TGME49_CHRIV	2320000	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191	191
TGME49_CHRIV	2330000	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100	100
TGME49_CHRIV	2340000	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105	105
TGME49_CHRIV	2350000	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122	122
TGME49_CHRIV	2360000	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112	112
TGME49_CHRIV	2370000	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157	157
TGME49_CHRIV	2380000	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138	138
TGME49_CHRIV	2390000	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166	166
TGME49_CHRIV	2400000	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200	200
TGME49_CHRIV	2410000	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99	99
TGME49_CHRIV	2420000	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148	148
TGME49_CHRIV	2430000	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192	192
TGME49_CHRIV	2440000	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102	102
TGME49_CHRIV	2450000	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60	60
TGME49_CHRIV	2460000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRIV	2470000	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178	178
TGME49_CHRIV	2480000	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161	161
TGME49_CHRIV	2490000	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149	149
TGME49_CHRIV	2500000	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188	188
TGME49_CHRIV	2510000	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34	34
